country,owner_age,attitude_stable_business_environment,attitude_worried_shutdown,compliance_income_tax,perception_insurance_doesnt_cover_losses,perception_cannot_afford_insurance,personal_income,business_expenses,business_turnover,business_age_years,motor_vehicle_insurance,has_mobile_money,current_problem_cash_flow,has_cellphone,owner_sex,offers_credit_to_customers,attitude_satisfied_with_achievement,has_credit_card,keeps_financial_records,perception_insurance_companies_dont_insure_businesses_like_yours,perception_insurance_important,has_insurance,covid_essential_service,attitude_more_successful_next_year,problem_sourcing_money,marketing_word_of_mouth,has_loan_account,has_internet_banking,has_debit_card,future_risk_theft_stock,business_age_months,medical_insurance,funeral_insurance,motivation_make_more_money,uses_friends_family_savings,uses_informal_lender,profit_margin,expense_ratio,age_per_year_business,Target,ID
1.0,52.0,2.0,1.0,1.0,0.0,2.0,2000.0,150.0,3500.0,2.0,2.0,1.0,2.0,1.0,0.0,2.0,3.0,2.0,0.0,3.0,4.0,0.0,0.0,3.0,1.0,1.0,3.0,3.0,2.0,0.0,3.0,3.0,2.0,1.0,4.0,4.0,0.9571428571428572,0.075,26.0,Low,ID_OVK2HQ
2.0,39.0,1.0,2.0,1.0,2.0,2.0,150000.0,17000.0,5000.0,4.0,2.0,3.0,1.0,1.0,0.0,2.0,3.0,2.0,1.0,4.0,4.0,0.0,1.0,0.0,1.0,0.0,3.0,3.0,2.0,0.0,3.0,3.0,2.0,1.0,3.0,3.0,-2.4,0.11333333333333333,9.75,Low,ID_TMD4F9
3.0,32.0,2.0,0.0,0.0,1.0,2.0,2000.0,3000.0,6000.0,1.0,0.0,1.0,2.0,1.0,0.0,0.0,2.0,0.0,2.0,3.0,4.0,0.0,1.0,3.0,1.0,1.0,3.0,3.0,2.0,1.0,2.0,0.0,0.0,1.0,3.0,3.0,0.5,1.2857142857142858,32.0,Low,ID_SGHUVP
1.0,58.0,2.0,2.0,1.0,2.0,2.0,5500.0,6000.0,5000.0,5.0,2.0,1.0,2.0,1.0,0.0,2.0,3.0,2.0,0.0,3.0,4.0,0.0,2.0,3.0,1.0,1.0,4.0,2.0,1.0,1.0,3.0,3.0,2.0,0.0,3.0,4.0,-0.2,1.0909090909090908,11.6,Low,ID_AJLTUV
0.0,63.0,2.0,2.0,1.0,1.0,2.0,24000.0,17000.0,30000.0,5.0,2.0,1.0,2.0,1.0,1.0,0.0,3.0,2.0,3.0,3.0,4.0,0.0,2.0,3.0,1.0,1.0,3.0,3.0,1.0,0.0,0.0,3.0,2.0,1.0,3.0,3.0,0.43333333333333335,0.7083333333333334,12.6,Low,ID_R0XAFG
3.0,52.0,0.0,2.0,1.0,0.0,2.0,600.0,4200.0,3000.0,4.0,2.0,1.0,2.0,0.0,0.0,2.0,2.0,2.0,2.0,1.0,4.0,1.0,1.0,3.0,1.0,1.0,3.0,3.0,2.0,1.0,0.0,3.0,2.0,1.0,3.0,3.0,-0.4,7.0,13.0,Medium,ID_3V5QEN
1.0,38.0,2.0,2.0,1.0,0.0,0.0,2500.0,9000.0,2500.0,2.0,2.0,1.0,2.0,1.0,0.0,2.0,3.0,2.0,0.0,3.0,4.0,0.0,0.0,3.0,0.0,1.0,4.0,4.0,1.0,0.0,3.0,3.0,2.0,0.0,4.0,4.0,-2.6,3.6,19.0,Low,ID_GN8NL4
3.0,38.0,2.0,2.0,1.0,0.0,0.0,3.0,192.0,336.0,5.0,2.0,1.0,2.0,1.0,0.0,0.0,2.0,2.0,0.0,4.0,3.0,0.0,1.0,3.0,1.0,1.0,3.0,3.0,2.0,0.0,0.0,3.0,2.0,1.0,3.0,3.0,0.42857142857142855,64.0,7.6,Low,ID_74V90I
0.0,67.0,2.0,1.0,3.0,2.0,2.0,7500.0,5800.0,7000.0,11.0,2.0,1.0,2.0,1.0,0.0,2.0,2.0,2.0,3.0,4.0,4.0,0.0,1.0,3.0,1.0,1.0,3.0,3.0,2.0,0.0,8.0,2.0,1.0,1.0,3.0,3.0,0.17142857142857143,0.7733333333333333,6.090909090909091,Medium,ID_DJKLUY
2.0,29.0,1.0,1.0,1.0,2.0,2.0,0.0,30000.0,0.0,3.0,2.0,1.0,1.0,1.0,1.0,2.0,3.0,2.0,1.0,3.0,4.0,0.0,1.0,3.0,1.0,0.0,3.0,3.0,2.0,1.0,3.0,3.0,2.0,1.0,3.0,3.0,0.5,1.2857142857142858,9.666666666666666,Low,ID_RWAOBC
1.0,65.0,2.0,1.0,1.0,1.0,2.0,2000.0,1900.0,3000.0,6.0,2.0,1.0,2.0,1.0,0.0,2.0,3.0,2.0,0.0,3.0,4.0,0.0,1.0,3.0,1.0,1.0,3.0,3.0,2.0,0.0,3.0,3.0,2.0,1.0,4.0,4.0,0.36666666666666664,0.95,10.833333333333334,Medium,ID_BGA7SC
3.0,29.0,0.0,1.0,1.0,0.0,0.0,1200.0,1440.0,1800.0,3.0,2.0,1.0,2.0,1.0,0.0,2.0,2.0,2.0,3.0,1.0,0.0,0.0,1.0,3.0,1.0,1.0,3.0,3.0,2.0,0.0,5.0,3.0,2.0,1.0,3.0,3.0,0.2,1.2,9.666666666666666,Low,ID_ZQBBEJ
2.0,34.0,1.0,1.0,1.0,1.0,1.0,800000.0,500000.0,9600000.0,7.0,2.0,1.0,1.0,0.0,0.0,2.0,3.0,2.0,1.0,3.0,4.0,0.0,1.0,3.0,0.0,0.0,3.0,3.0,2.0,0.0,3.0,3.0,2.0,0.0,3.0,3.0,0.9479166666666666,0.625,4.857142857142857,Low,ID_XKJUPQ
0.0,20.0,2.0,2.0,1.0,1.0,2.0,800.0,400.0,1200.0,1.0,2.0,2.0,2.0,1.0,0.0,2.0,3.0,2.0,3.0,3.0,4.0,0.0,1.0,3.0,1.0,1.0,3.0,2.0,4.0,0.0,3.0,3.0,2.0,1.0,3.0,3.0,0.6666666666666666,0.5,20.0,Medium,ID_ZBC7QK
1.0,39.0,2.0,1.0,1.0,1.0,1.0,12000.0,3000.0,15000.0,3.0,2.0,1.0,2.0,1.0,0.0,2.0,3.0,2.0,0.0,3.0,4.0,0.0,1.0,3.0,1.0,1.0,3.0,3.0,2.0,0.0,3.0,3.0,2.0,0.0,4.0,4.0,0.8,0.25,13.0,Low,ID_WFAPG0
3.0,23.0,0.0,1.0,1.0,0.0,0.0,30.0,624.0,960.0,0.0,2.0,1.0,2.0,1.0,1.0,0.0,3.0,2.0,2.0,1.0,0.0,0.0,0.0,3.0,1.0,1.0,3.0,3.0,2.0,0.0,1.0,3.0,2.0,1.0,3.0,3.0,0.35,20.8,8.2,Low,ID_GVYJ2J
1.0,35.0,1.0,1.0,1.0,2.0,2.0,2500.0,1500.0,2500.0,14.0,2.0,1.0,2.0,1.0,0.0,2.0,3.0,2.0,0.0,3.0,4.0,0.0,2.0,3.0,1.0,1.0,3.0,3.0,2.0,0.0,3.0,3.0,2.0,1.0,4.0,4.0,0.4,0.6,2.5,Medium,ID_DN2Z2V
3.0,41.0,2.0,2.0,1.0,0.0,2.0,50.0,480.0,960.0,5.0,2.0,1.0,2.0,1.0,1.0,0.0,2.0,2.0,3.0,1.0,4.0,0.0,1.0,3.0,1.0,1.0,3.0,3.0,2.0,1.0,2.0,3.0,2.0,1.0,3.0,3.0,0.5,9.6,8.2,Low,ID_7SOOIT
3.0,48.0,2.0,1.0,1.0,1.0,1.0,150.0,4200.0,7200.0,2.0,1.0,1.0,2.0,1.0,0.0,2.0,2.0,2.0,2.0,3.0,4.0,0.0,1.0,3.0,1.0,1.0,3.0,3.0,2.0,1.0,6.0,2.0,1.0,1.0,3.0,3.0,0.4166666666666667,28.0,24.0,Medium,ID_PAPCJE
0.0,51.0,2.0,1.0,1.0,2.0,2.0,1000.0,1500.0,1700.0,3.0,2.0,2.0,2.0,1.0,0.0,2.0,3.0,2.0,0.0,4.0,3.0,0.0,1.0,3.0,1.0,1.0,3.0,3.0,2.0,0.0,9.0,3.0,1.0,1.0,3.0,3.0,0.11764705882352941,1.5,17.0,Medium,ID_DRFDX8
2.0,30.0,0.0,2.0,1.0,0.0,0.0,210000.0,1250000.0,2445000.0,2.0,2.0,2.0,1.0,0.0,1.0,0.0,3.0,2.0,0.0,2.0,2.0,0.0,1.0,3.0,1.0,0.0,3.0,3.0,2.0,1.0,3.0,3.0,2.0,1.0,3.0,3.0,0.4887525562372188,5.9523809523809526,15.0,Low,ID_W2EKPD
3.0,45.0,2.0,1.0,0.0,0.0,2.0,120.0,840.0,1440.0,3.0,2.0,1.0,2.0,1.0,1.0,0.0,3.0,2.0,2.0,1.0,3.0,0.0,1.0,3.0,1.0,1.0,3.0,3.0,2.0,0.0,0.0,3.0,3.0,1.0,3.0,3.0,0.4166666666666667,7.0,15.0,Low,ID_0JMO05
0.0,47.0,2.0,1.0,1.0,1.0,2.0,3500.0,20000.0,29000.0,1.0,2.0,1.0,0.0,1.0,0.0,2.0,3.0,2.0,2.0,3.0,4.0,1.0,0.0,3.0,1.0,1.0,5.0,2.0,1.0,0.0,11.0,3.0,1.0,1.0,5.0,5.0,0.3103448275862069,5.714285714285714,47.0,Medium,ID_3SFLSE
0.0,37.0,2.0,1.0,3.0,1.0,2.0,15000.0,20000.0,100000.0,12.0,2.0,1.0,2.0,1.0,1.0,2.0,3.0,2.0,2.0,3.0,4.0,0.0,1.0,2.0,1.0,1.0,3.0,2.0,1.0,0.0,1.0,3.0,2.0,1.0,3.0,3.0,0.8,1.3333333333333333,3.0833333333333335,High,ID_8S2XQU
2.0,23.0,1.0,1.0,1.0,1.0,1.0,45000.0,5500.0,7000.0,3.0,2.0,2.0,1.0,1.0,1.0,0.0,3.0,2.0,0.0,3.0,4.0,0.0,1.0,2.0,0.0,0.0,3.0,3.0,2.0,1.0,3.0,3.0,2.0,1.0,3.0,3.0,0.21428571428571427,0.12222222222222222,7.666666666666667,Low,ID_L4OL5K
0.0,41.0,2.0,1.0,1.0,1.0,2.0,6000.0,40000.0,25000.0,7.0,2.0,1.0,0.0,1.0,0.0,0.0,3.0,2.0,3.0,4.0,4.0,0.0,1.0,3.0,1.0,1.0,3.0,3.0,2.0,0.0,0.0,3.0,2.0,1.0,3.0,3.0,-0.6,6.666666666666667,5.857142857142857,Low,ID_AHCUA0
2.0,46.0,2.0,2.0,1.0,1.0,2.0,120000.0,1080000.0,1200000.0,25.0,2.0,1.0,1.0,1.0,1.0,0.0,3.0,2.0,0.0,2.0,4.0,0.0,1.0,3.0,0.0,0.0,3.0,3.0,2.0,1.0,3.0,3.0,2.0,1.0,3.0,3.0,0.1,9.0,1.84,Low,ID_M3T19L
2.0,39.0,2.0,2.0,3.0,1.0,1.0,260000.0,8000.0,10000.0,5.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,3.0,4.0,0.0,1.0,3.0,1.0,1.0,3.0,3.0,1.0,1.0,3.0,3.0,2.0,0.0,3.0,3.0,0.2,0.03076923076923077,7.8,Low,ID_23OTZF
0.0,49.0,2.0,1.0,3.0,1.0,1.0,15000.0,1400000.0,3500000.0,12.0,2.0,2.0,0.0,1.0,1.0,0.0,3.0,2.0,2.0,3.0,4.0,0.0,1.0,3.0,1.0,1.0,3.0,2.0,2.0,0.0,0.0,3.0,2.0,1.0,3.0,3.0,0.6,93.33333333333333,4.083333333333333,High,ID_TCHYGT
1.0,51.0,2.0,1.0,1.0,0.0,2.0,250.0,52.0,400.0,3.0,2.0,1.0,2.0,1.0,0.0,2.0,3.0,2.0,0.0,3.0,4.0,0.0,1.0,3.0,1.0,1.0,3.0,3.0,2.0,1.0,3.0,3.0,2.0,1.0,4.0,4.0,0.87,0.208,17.0,Low,ID_OJ3M48
0.0,36.0,2.0,1.0,1.0,1.0,2.0,2500.0,1130.0,2500.0,0.0,2.0,1.0,2.0,1.0,0.0,2.0,3.0,2.0,2.0,3.0,3.0,0.0,0.0,3.0,1.0,1.0,2.0,3.0,2.0,0.0,8.0,3.0,2.0,1.0,3.0,5.0,0.548,0.452,8.2,Medium,ID_WJAI9C
1.0,41.0,2.0,1.0,1.0,1.0,2.0,12000.0,1000.0,15000.0,4.0,2.0,1.0,2.0,1.0,0.0,2.0,3.0,2.0,0.0,3.0,4.0,0.0,1.0,3.0,0.0,1.0,4.0,4.0,1.0,1.0,3.0,3.0,2.0,0.0,4.0,4.0,0.9333333333333333,0.08333333333333333,10.25,Low,ID_L6X2OZ
0.0,53.0,2.0,1.0,1.0,1.0,1.0,10000.0,5000.0,30000.0,7.0,2.0,2.0,2.0,1.0,1.0,2.0,3.0,2.0,3.0,3.0,3.0,0.0,2.0,3.0,1.0,1.0,3.0,3.0,2.0,0.0,4.0,3.0,2.0,1.0,3.0,3.0,0.8333333333333334,0.5,7.571428571428571,Low,ID_7GT76I
2.0,43.0,2.0,2.0,1.0,2.0,2.0,350000.0,120000.0,300000.0,3.0,2.0,1.0,1.0,1.0,0.0,2.0,3.0,2.0,1.0,4.0,4.0,0.0,1.0,3.0,0.0,0.0,3.0,3.0,2.0,1.0,3.0,3.0,2.0,1.0,3.0,3.0,0.6,0.34285714285714286,14.333333333333334,Low,ID_LA4AX2
0.0,46.0,1.0,1.0,1.0,2.0,2.0,2000.0,2500.0,5000.0,12.0,2.0,1.0,0.0,1.0,0.0,2.0,3.0,2.0,3.0,4.0,3.0,0.0,1.0,1.0,1.0,1.0,3.0,3.0,2.0,0.0,8.0,3.0,2.0,1.0,3.0,3.0,0.5,1.25,3.8333333333333335,Low,ID_G8W85Y
2.0,62.0,0.0,1.0,2.0,0.0,0.0,1000000.0,600000.0,9600000.0,6.0,2.0,2.0,1.0,1.0,1.0,2.0,3.0,2.0,1.0,2.0,2.0,0.0,1.0,0.0,1.0,0.0,3.0,3.0,2.0,0.0,3.0,3.0,2.0,0.0,3.0,3.0,0.9375,0.6,10.333333333333334,Low,ID_ZQF2RK
3.0,36.0,2.0,2.0,1.0,2.0,2.0,50.0,2400.0,5400.0,0.0,2.0,1.0,2.0,1.0,0.0,2.0,2.0,2.0,3.0,3.0,3.0,0.0,1.0,3.0,1.0,1.0,3.0,3.0,2.0,0.0,5.0,3.0,2.0,1.0,3.0,3.0,0.5555555555555556,48.0,8.2,Low,ID_IE6QKK
1.0,72.0,2.0,1.0,1.0,1.0,2.0,2700.0,600.0,10000.0,14.0,2.0,1.0,2.0,1.0,0.0,2.0,3.0,2.0,0.0,3.0,4.0,0.0,1.0,3.0,0.0,1.0,4.0,4.0,3.0,0.0,3.0,3.0,2.0,0.0,4.0,4.0,0.94,0.2222222222222222,5.142857142857143,Low,ID_M86R4Y
0.0,42.0,2.0,1.0,1.0,2.0,2.0,3500.0,5000.0,10000.0,25.0,2.0,1.0,0.0,1.0,0.0,2.0,3.0,2.0,3.0,4.0,3.0,0.0,1.0,3.0,1.0,1.0,2.0,3.0,2.0,0.0,6.0,3.0,1.0,1.0,3.0,3.0,0.5,1.4285714285714286,1.68,High,ID_IX43IR
3.0,48.0,2.0,1.0,3.0,1.0,1.0,300.0,4800.0,9600.0,20.0,1.0,1.0,2.0,1.0,1.0,0.0,3.0,2.0,2.0,3.0,4.0,1.0,1.0,3.0,1.0,1.0,3.0,3.0,2.0,0.0,2.0,2.0,1.0,1.0,3.0,3.0,0.5,16.0,2.4,Medium,ID_AL1YN4
0.0,43.0,2.0,1.0,1.0,2.0,2.0,2000.0,3000.0,8000.0,6.0,2.0,2.0,0.0,1.0,0.0,0.0,3.0,2.0,2.0,3.0,4.0,0.0,1.0,3.0,1.0,1.0,2.0,3.0,1.0,0.0,9.0,3.0,1.0,1.0,3.0,5.0,0.625,1.5,7.166666666666667,High,ID_S7NVV2
1.0,65.0,2.0,2.0,1.0,2.0,1.0,1726.0,3662.0,2270.0,27.0,2.0,1.0,2.0,1.0,0.0,2.0,3.0,2.0,0.0,3.0,4.0,0.0,0.0,3.0,0.0,1.0,3.0,3.0,2.0,0.0,3.0,3.0,2.0,1.0,3.0,4.0,-0.613215859030837,2.1216685979142524,2.4074074074074074,Medium,ID_NIUD1A
2.0,39.0,0.0,2.0,1.0,0.0,2.0,14400000.0,9000000.0,5000000.0,3.0,2.0,1.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,2.0,2.0,0.0,1.0,3.0,1.0,0.0,3.0,3.0,2.0,1.0,3.0,3.0,2.0,1.0,3.0,3.0,-0.8,0.625,13.0,Low,ID_518RWD
0.0,73.0,2.0,2.0,1.0,1.0,2.0,3600.0,1000.0,3600.0,35.0,2.0,2.0,0.0,1.0,1.0,0.0,2.0,2.0,0.0,3.0,4.0,0.0,1.0,3.0,1.0,1.0,3.0,3.0,2.0,0.0,6.0,3.0,1.0,1.0,3.0,3.0,0.7222222222222222,0.2777777777777778,2.085714285714286,High,ID_CGBSVK
1.0,39.0,2.0,1.0,1.0,0.0,2.0,500.0,100.0,500.0,2.0,2.0,1.0,2.0,1.0,0.0,2.0,3.0,2.0,0.0,3.0,4.0,0.0,0.0,3.0,1.0,1.0,3.0,3.0,2.0,0.0,3.0,3.0,2.0,0.0,4.0,4.0,0.8,0.2,19.5,Medium,ID_HSFM8Q
3.0,29.0,2.0,1.0,1.0,1.0,2.0,100.0,720.0,1200.0,2.0,2.0,1.0,2.0,1.0,0.0,0.0,2.0,2.0,3.0,3.0,4.0,0.0,1.0,3.0,1.0,1.0,3.0,3.0,2.0,1.0,6.0,3.0,2.0,1.0,3.0,3.0,0.4,7.2,14.5,Low,ID_VSB4SZ
2.0,45.0,1.0,2.0,1.0,0.0,0.0,700000.0,50000.0,600000.0,11.0,2.0,2.0,1.0,1.0,0.0,0.0,3.0,2.0,0.0,2.0,4.0,0.0,1.0,3.0,0.0,0.0,3.0,3.0,2.0,0.0,3.0,3.0,2.0,1.0,3.0,3.0,0.9166666666666666,0.07142857142857142,4.090909090909091,Low,ID_QCQAOO
1.0,65.0,2.0,1.0,1.0,0.0,2.0,1700.0,210.0,500.0,3.0,2.0,1.0,2.0,1.0,0.0,2.0,3.0,2.0,0.0,3.0,4.0,0.0,0.0,3.0,0.0,1.0,3.0,3.0,2.0,0.0,3.0,3.0,2.0,1.0,4.0,4.0,0.58,0.12352941176470589,21.666666666666668,Medium,ID_WB3ESH
1.0,45.0,2.0,1.0,1.0,1.0,1.0,17000.0,1400.0,12000.0,0.0,2.0,1.0,2.0,1.0,0.0,2.0,3.0,2.0,0.0,3.0,4.0,0.0,0.0,3.0,0.0,1.0,2.0,2.0,1.0,0.0,3.0,3.0,2.0,1.0,4.0,4.0,0.8833333333333333,0.08235294117647059,8.2,Low,ID_LAOF4O
2.0,19.0,1.0,2.0,0.0,2.0,1.0,2400000.0,840000.0,2400000.0,4.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,4.0,4.0,0.0,1.0,2.0,1.0,0.0,3.0,3.0,2.0,1.0,3.0,3.0,2.0,1.0,3.0,3.0,0.65,0.35,8.2,Low,ID_E8XO7I
0.0,40.0,2.0,2.0,1.0,1.0,2.0,5500.0,18200.0,35000.0,1.0,2.0,2.0,0.0,1.0,0.0,0.0,2.0,2.0,2.0,3.0,4.0,0.0,1.0,3.0,1.0,1.0,3.0,3.0,2.0,0.0,3.0,3.0,2.0,1.0,3.0,3.0,0.48,3.309090909090909,40.0,Low,ID_FHOE3M
0.0,30.0,2.0,1.0,1.0,2.0,1.0,1800.0,20750.0,97916.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,2.0,2.0,4.0,4.0,0.0,1.0,3.0,1.0,1.0,5.0,2.0,1.0,0.0,4.0,2.0,1.0,1.0,3.0,3.0,0.7880836635483476,11.527777777777779,8.2,Medium,ID_DSDJT3
0.0,31.0,2.0,1.0,1.0,1.0,2.0,4000.0,3000.0,8000.0,1.0,2.0,2.0,0.0,1.0,0.0,0.0,3.0,2.0,3.0,4.0,4.0,0.0,1.0,3.0,1.0,1.0,3.0,3.0,2.0,0.0,0.0,3.0,2.0,1.0,3.0,3.0,0.625,0.75,31.0,Low,ID_A44LZ6
0.0,67.0,1.0,2.0,1.0,1.0,2.0,500.0,3200.0,7000.0,7.0,2.0,2.0,2.0,1.0,0.0,2.0,2.0,2.0,0.0,3.0,4.0,0.0,1.0,3.0,1.0,1.0,3.0,3.0,2.0,0.0,10.0,3.0,1.0,1.0,3.0,3.0,0.5428571428571428,6.4,9.571428571428571,Medium,ID_ZIGIKQ
3.0,34.0,2.0,2.0,1.0,1.0,2.0,150.0,1080.0,1800.0,8.0,2.0,1.0,2.0,1.0,0.0,2.0,3.0,2.0,0.0,3.0,3.0,0.0,2.0,3.0,1.0,1.0,3.0,3.0,2.0,0.0,0.0,3.0,2.0,1.0,3.0,3.0,0.4,7.2,4.25,Low,ID_1MFE6V
0.0,47.0,2.0,2.0,1.0,1.0,2.0,2500.0,1500.0,1800.0,13.0,2.0,1.0,2.0,1.0,0.0,2.0,2.0,2.0,0.0,3.0,4.0,0.0,1.0,3.0,1.0,1.0,2.0,3.0,2.0,0.0,3.0,3.0,4.0,1.0,3.0,3.0,0.16666666666666666,0.6,3.6153846153846154,Low,ID_GAD7X4
1.0,66.0,1.0,1.0,0.0,0.0,0.0,97.0,1520.0,97.0,20.0,2.0,1.0,2.0,1.0,0.0,2.0,3.0,2.0,0.0,3.0,4.0,0.0,2.0,2.0,0.0,1.0,3.0,3.0,2.0,0.0,3.0,3.0,2.0,1.0,3.0,4.0,-14.670103092783505,15.670103092783505,3.3,Low,ID_T8MA10
3.0,61.0,2.0,0.0,1.0,1.0,2.0,350.0,5000.0,5000.0,11.0,2.0,1.0,2.0,1.0,1.0,2.0,3.0,2.0,0.0,3.0,4.0,0.0,1.0,3.0,1.0,1.0,3.0,3.0,2.0,1.0,0.0,3.0,2.0,1.0,3.0,3.0,0.0,14.285714285714286,5.545454545454546,Low,ID_GCQ8X3
2.0,35.0,2.0,2.0,1.0,1.0,1.0,30000.0,15000.0,5840000.0,5.0,2.0,1.0,1.0,1.0,1.0,2.0,3.0,2.0,1.0,3.0,4.0,0.0,1.0,3.0,0.0,1.0,3.0,3.0,2.0,0.0,3.0,3.0,2.0,1.0,3.0,3.0,0.997431506849315,0.5,7.0,Low,ID_UN4TJJ
2.0,22.0,0.0,2.0,1.0,2.0,2.0,120000.0,2000.0,4000.0,7.0,2.0,2.0,1.0,0.0,0.0,2.0,3.0,2.0,0.0,4.0,3.0,0.0,1.0,3.0,0.0,0.0,3.0,3.0,2.0,1.0,3.0,3.0,2.0,0.0,3.0,3.0,0.5,0.016666666666666666,3.142857142857143,Low,ID_CP1YB3
0.0,58.0,2.0,1.0,1.0,2.0,2.0,1500.0,2000.0,70000.0,2.0,2.0,2.0,0.0,1.0,1.0,2.0,3.0,2.0,2.0,3.0,4.0,0.0,2.0,3.0,1.0,1.0,3.0,3.0,1.0,0.0,4.0,3.0,2.0,1.0,3.0,3.0,0.9714285714285714,1.3333333333333333,29.0,Low,ID_63N2QB
0.0,37.0,2.0,1.0,1.0,1.0,2.0,3000.0,4000.0,6000.0,5.0,2.0,1.0,2.0,1.0,1.0,2.0,3.0,2.0,3.0,3.0,4.0,0.0,2.0,3.0,1.0,1.0,5.0,3.0,2.0,0.0,9.0,3.0,1.0,1.0,5.0,5.0,0.3333333333333333,1.3333333333333333,7.4,Medium,ID_IY1UV5
1.0,53.0,2.0,1.0,1.0,0.0,2.0,500.0,150.0,300.0,1.0,2.0,1.0,2.0,1.0,0.0,2.0,3.0,2.0,0.0,3.0,4.0,0.0,0.0,3.0,1.0,1.0,3.0,3.0,2.0,1.0,3.0,3.0,2.0,1.0,2.0,4.0,0.5,0.3,53.0,Medium,ID_5YSHGP
0.0,33.0,2.0,1.0,1.0,2.0,2.0,800.0,180.0,300.0,1.0,2.0,1.0,2.0,1.0,0.0,2.0,3.0,2.0,0.0,4.0,4.0,0.0,1.0,3.0,1.0,1.0,2.0,5.0,2.0,0.0,3.0,3.0,2.0,1.0,3.0,5.0,0.4,0.225,33.0,Medium,ID_3K7UJJ
3.0,48.0,2.0,1.0,1.0,1.0,2.0,40.0,250.0,500.0,4.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,3.0,3.0,4.0,0.0,1.0,3.0,1.0,1.0,3.0,3.0,2.0,0.0,0.0,3.0,2.0,1.0,3.0,3.0,0.5,6.25,12.0,Low,ID_TJRUAF
3.0,29.0,1.0,1.0,1.0,2.0,1.0,110.0,3480.0,4800.0,1.0,2.0,1.0,2.0,1.0,0.0,2.0,3.0,2.0,0.0,4.0,3.0,0.0,2.0,3.0,1.0,1.0,3.0,3.0,2.0,0.0,0.0,3.0,2.0,1.0,3.0,3.0,0.275,31.636363636363637,29.0,Low,ID_MTF8HB
0.0,60.0,2.0,1.0,1.0,2.0,0.0,500.0,800.0,2000.0,13.0,2.0,1.0,2.0,1.0,0.0,2.0,2.0,2.0,0.0,4.0,1.0,0.0,1.0,3.0,1.0,1.0,3.0,3.0,4.0,0.0,7.0,3.0,1.0,1.0,3.0,3.0,0.6,1.6,4.615384615384615,Medium,ID_NOC2XI
0.0,52.0,1.0,2.0,1.0,1.0,2.0,580.0,2500.0,3000.0,10.0,2.0,2.0,2.0,1.0,0.0,2.0,2.0,2.0,2.0,3.0,4.0,0.0,1.0,3.0,1.0,1.0,3.0,3.0,2.0,0.0,6.0,3.0,2.0,1.0,3.0,3.0,0.16666666666666666,4.310344827586207,5.2,Low,ID_6K8DJZ
2.0,27.0,0.0,1.0,1.0,0.0,0.0,450000.0,120000.0,5400000.0,4.0,2.0,1.0,1.0,1.0,1.0,0.0,3.0,2.0,1.0,2.0,2.0,0.0,1.0,3.0,0.0,0.0,3.0,3.0,2.0,0.0,6.0,3.0,2.0,1.0,3.0,3.0,0.9777777777777777,0.26666666666666666,8.2,Low,ID_9LZX8U
0.0,43.0,2.0,2.0,1.0,2.0,2.0,1000.0,8000.0,15000.0,6.0,2.0,1.0,0.0,1.0,0.0,0.0,3.0,2.0,0.0,4.0,3.0,0.0,1.0,3.0,1.0,1.0,3.0,3.0,2.0,0.0,0.0,3.0,2.0,1.0,3.0,3.0,0.4666666666666667,8.0,7.166666666666667,Low,ID_0A94XF
3.0,42.0,2.0,1.0,1.0,1.0,2.0,400.0,6000.0,9600.0,5.0,1.0,1.0,2.0,1.0,1.0,0.0,2.0,2.0,2.0,3.0,4.0,0.0,2.0,3.0,1.0,1.0,3.0,3.0,2.0,1.0,9.0,3.0,1.0,1.0,3.0,3.0,0.375,15.0,8.4,Medium,ID_DGPGT3
2.0,30.0,1.0,2.0,1.0,1.0,1.0,30000.0,40000.0,100000.0,3.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,3.0,4.0,0.0,1.0,3.0,0.0,0.0,3.0,3.0,2.0,1.0,3.0,3.0,2.0,0.0,3.0,3.0,0.6,1.3333333333333333,10.0,Low,ID_F9V5LD
3.0,40.0,2.0,1.0,1.0,2.0,2.0,800.0,4800.0,4800.0,5.0,2.0,1.0,2.0,0.0,0.0,0.0,3.0,2.0,2.0,3.0,4.0,0.0,1.0,3.0,1.0,1.0,3.0,3.0,2.0,1.0,0.0,3.0,1.0,1.0,3.0,3.0,0.0,6.0,8.0,Medium,ID_F09098
2.0,18.0,2.0,2.0,1.0,1.0,1.0,96000.0,600000.0,1152000.0,3.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,0.0,2.0,4.0,0.0,1.0,3.0,1.0,0.0,3.0,3.0,2.0,0.0,3.0,3.0,2.0,0.0,3.0,3.0,0.4791666666666667,6.25,6.0,Low,ID_3AO4ML
3.0,34.0,1.0,1.0,1.0,2.0,2.0,150.0,1200.0,3600.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,3.0,2.0,3.0,4.0,3.0,0.0,2.0,3.0,1.0,1.0,3.0,3.0,2.0,0.0,2.0,2.0,1.0,1.0,3.0,3.0,0.6666666666666666,8.0,34.0,Medium,ID_MD2G5A
